event_name,date,start_date,end_date,start_time,end_time,description,teamapp_url,category,category_key,event_id
\n- You must be fully vaccinated to attend or work the event unless you have a valid medical exemption. 
\n- Complete a symptom self-assessment prior to leaving home. Do not come to the event if you are unwell, even with very mild symptoms
\n- Do not attend if you are feeling unwell, or experience any of the following symptoms: 
\n**Runny nose / cough / aches / pain / nausea / vomiting / diarrhoea / sore throat / loss of smell or taste / fever / chills / nigh sweats / headache / difficulty breathing**
\n- Maintain 1.5 metres distance from others during the event, where possible.
\n- Do not come to the event if you are required to isolate or quarantine for any reason and/or you are awaiting results of a COVID-19 test.
\n- Minimise movement as much as possible by staying within your allotted space or seat.
\n- Follow directions for face coverings and hygiene during the event.
\n- Our COVID-19 safety officer is Burak, you must notify him (or any available committee member) if you feel unwell after the trip, test positive, or have any other queries related to COVID-19 safety protocols. 
\n- Please refer to University Coronavirus Website for more information https://www.unimelb.edu.au/coronavirus as well as MUSport Guidelines: https://sport.unimelb.edu.au/play-sport/club-resources/club-return-to-sport",https://muuc.teamapp.com/clubs/132307/events/15929652,Club Meetings,club-meetings,15929652

2022 Orientation BBQ,2022-02-25,2022-02-25,2022-02-25,18:00,23:55,"Welcome to the new term year with students returning to campus! Followed by the orientation day, we will be hosting a BBQ night at the shed for more info sessions and drinks. BBQ cook-up will begin at around 6 till late. \n\nIf you are interested in joining the club and will like to know more, including club membership, courses, gear hires, club trips and more. This will be a great chance to meet most of the committees which you will see very often once you join the club.\n\nThe BBQ has a contribution fee of $5, this can be paid through team app or cash.\n\n—COVID Safety—\n- You must be fully vaccinated to attend or work the event unless you have a valid medical exemption.\n- Complete a symptom self-assessment prior to leaving home. Do not come to the event if you are unwell, even with very mild symptoms\n- Do not attend if you are feeling unwell, or experience any of the following symptoms:\nRunny nose / cough / aches / pain / nausea / vomiting / diarrhoea / sore throat / loss of smell or taste / fever / chills / nigh sweats / headache / difficulty breathing\n- Maintain 1.5 metres distance from others during the event, where possible.\n- Do not come to the event if you are required to isolate or quarantine for any reason and/or you are awaiting results of a COVID-19 test.\n- Minimise movement as much as possible by staying within your allotted space or seat.\n- Follow directions for face coverings and hygiene during the event.\n- Our COVID-19 safety officer is Burak, you must notify him (or any available committee member) if you feel unwell after the trip, test positive, or have any other queries related to COVID-19 safety protocols.\n- Please refer to University Coronavirus Website for more information https://www.unimelb.edu.au/coronavirus as well as MUSport Guidelines: https://sport.unimelb.edu.au/play-sport/club-resources/club-return-to-sport",https://muuc.teamapp.com/clubs/132307/events/16640613,Other,other,16640613

PADI SPEACIALTY COURSE WEEKEND,2022-02-26,2022-02-26,2022-02-27,00:00,23:59,Various Specialty courses are available!\n\nto get more information at store sections\n\nstudents have to double vaxed\n\nCourse outline (subject to change depending on the weather or other reasons)\n\nOrientation date will commence near starting period,https://muuc.teamapp.com/clubs/132307/events/15808496,Courses,courses,15808496

Test event ignore me,2022-02-28,2022-02-28,2022-02-28,00:00,23:59,Test,https://muuc.teamapp.com/clubs/132307/events/16774627,Other,other,16774627

TemplateTrip - Duplicate by pressing Duplicate,2022-03-03,2022-03-03,2022-03-03,00:00,23:59,"**—Essential Trip Info—**
\n**Trip Leader**:
\n**Leader Phone**:
\n**Secondary Trip Contact**:
\n**Trip Type**:  <Boat/Shore>
\n**Difficulty**: <OW/AOW/etc>
\n**No. of Planned Dives**: 2
\n**Mandatory Equipment**: <SMB>
\n**Please note that the event start time is the meeting time at the shed unless stated otherwise in the briefing**
\n
\n**—Briefing—** 
\n**Water Temperature**: <XXC> 
\n**Weather Conditions**:
\n<Specify, eg. Expect wind, bring warm clothes and sea-sickness pills.>
\n
\n**Description**\n\n——
\n**Gear Hire Policy**\nPlease bring a valid Photo-ID (to be deposited for the hire duration) to hire gear and ensure you have already paid the one-off gear hire deposit. 
\n
\n**—COVID Safety—** 
\n- You must be fully vaccinated to attend or work the event unless you have a valid medical exemption. 
\n- Complete a symptom self-assessment prior to leaving home. Do not come to the event if you are unwell, even with very mild symptoms
\n- Do not attend if you are feeling unwell, or experience any of the following symptoms: 
\n**Runny nose / cough / aches / pain / nausea / vomiting / diarrhoea / sore throat / loss of smell or taste / fever / chills / nigh sweats / headache / difficulty breathing**
\n- Maintain 1.5 metres distance from others during the event, where possible.
\n- Do not come to the event if you are required to isolate or quarantine for any reason and/or you are awaiting results of a COVID-19 test.
\n- Minimise movement as much as possible by staying within your allotted space or seat.
\n- Follow directions for face coverings and hygiene during the event.
\n- Our COVID-19 safety officer is Burak, you must notify him (or any available committee member) if you feel unwell after the trip, test positive, or have any other queries related to COVID-19 safety protocols. 
\n- Please refer to University Coronavirus Website for more information https://www.unimelb.edu.au/coronavirus as well as MUSport Guidelines: https://sport.unimelb.edu.au/play-sport/club-resources/club-return-to-sport",https://muuc.teamapp.com/clubs/132307/events/16458713,Other,other,16458713

Committee Meeting,2022-03-03,2022-03-03,2022-03-03,18:00,19:00,"New Committee and University open day. Let's meet
\n
\nIt looks like things are looking promising. I look forward to seeing you all. 
\n
\nI kept most of the agenda from last month (two weeks ago). Please modify as you wish. 
\nhttps://docs.google.com/document/d/1IVVnjPYzLeXXHOmgnb0GGSVAQJIgNC7argtk0bfvHLc/edit#",https://muuc.teamapp.com/clubs/132307/events/15984140,Other,other,15984140

Weekly Club Meeting,2022-03-03,2022-03-03,2022-03-03,19:00,20:00,"**Join us for our weekly club meetings! RSVP here**
\n
\n**Activities**
\n- Trip planning
\n- Trip debrief 
\n- Gear Hire & Returns
\n- Membership signups 
\n- Meet & Greet 
\n- All things admin
\n
\nNeed anything specific? Enquire via chat. 
\n
\n**—COVID Safety—** 
\n- You must be fully vaccinated to attend or work the event unless you have a valid medical exemption. 
\n- Complete a symptom self-assessment prior to leaving home. Do not come to the event if you are unwell, even with very mild symptoms
\n- Do not attend if you are feeling unwell, or experience any of the following symptoms: 
\n**Runny nose / cough / aches / pain / nausea / vomiting / diarrhoea / sore throat / loss of smell or taste / fever / chills / nigh sweats / headache / difficulty breathing**
\n- Maintain 1.5 metres distance from others during the event, where possible.
\n- Do not come to the event if you are required to isolate or quarantine for any reason and/or you are awaiting results of a COVID-19 test.
\n- Minimise movement as much as possible by staying within your allotted space or seat.
\n- Follow directions for face coverings and hygiene during the event.
\n- Our COVID-19 safety officer is Burak, you must notify him (or any available committee member) if you feel unwell after the trip, test positive, or have any other queries related to COVID-19 safety protocols. 
\n- Please refer to University Coronavirus Website for more information https://www.unimelb.edu.au/coronavirus as well as MUSport Guidelines: https://sport.unimelb.edu.au/play-sport/club-resources/club-return-to-sport",https://muuc.teamapp.com/clubs/132307/events/15929653,Club Meetings,club-meetings,15929653

Mornington Pier dive,2022-03-04,2022-03-04,2022-03-04,10:00,17:00,"Essential Trip Info—\nTrip Leader:alex\nLeader Phone: 0413422850\nSecondary Trip Contact:babak 0401589320\nTrip Type: shore\nDifficulty: easy \nNo. of Planned Dives: 3\nMandatory Equipment: smb \nPlease note that the event start time is the meeting time at the shed unless stated otherwise in the briefing \n\n—Briefing— \nWater Temperature: 19\nWeather Conditions: tbc\n\n\nDescription\n10am meet at mornington \nThus dive you can have skill practice etc.. Recommended bring torches with you and smiles\n\n\n\n——\nGear Hire Policy\nPlease bring a valid Photo-ID (to be deposited for the hire duration) to hire gear and ensure you have already paid the one-off gear hire deposit. \n\n—COVID Safety— \n- You must be fully vaccinated to attend or work the event unless you have a valid medical exemption. \n- Complete a symptom self-assessment prior to leaving home. Do not come to the event if you are unwell, even with very mild symptoms\n- Do not attend if you are feeling unwell, or experience any of the following symptoms: \nRunny nose / cough / aches / pain / nausea / vomiting / diarrhoea / sore throat / loss of smell or taste / fever / chills / nigh sweats / headache / difficulty breathing\n- Maintain 1.5 metres distance from others during the event, where possible.\n- Do not come to the event if you are required to isolate or quarantine for any reason and/or you are awaiting results of a COVID-19 test.\n- Minimise movement as much as possible by staying within your allotted space or seat.\n- Follow directions for face coverings and hygiene during the event.\n- Our COVID-19 safety officer is Burak, you must notify him (or any available committee member) if you feel unwell after the trip, test positive, or have any other queries related to COVID-19 safety protocols. \n- Please refer to University Coronavirus Website for more information https://www.unimelb.edu.au/coronavirus as well as MUSport Guidelines: https://sport.unimelb.edu.au/play-sport/club-resources/club-return-to-sport",https://muuc.teamapp.com/clubs/132307/events/16816573,Other,other,16816573
